Date,Close
7/1/2021 16:00:00,4319.94
7/2/2021 16:00:00,4352.34
7/6/2021 16:00:00,4343.54
7/7/2021 16:00:00,4358.13
7/8/2021 16:00:00,4320.82
7/9/2021 16:00:00,4369.55
7/12/2021 16:00:00,4384.63
7/13/2021 16:00:00,4369.21
7/14/2021 16:00:00,4374.3
7/15/2021 16:00:00,4360.03
7/16/2021 16:00:00,4327.16
7/19/2021 16:00:00,4258.49
7/20/2021 16:00:00,4323.06
7/21/2021 16:00:00,4358.69
7/22/2021 16:00:00,4367.48
7/23/2021 16:00:00,4411.79
7/26/2021 16:00:00,4422.3
7/27/2021 16:00:00,4401.46
7/28/2021 16:00:00,4400.64
7/29/2021 16:00:00,4419.15
7/30/2021 16:00:00,4395.26
8/2/2021 16:00:00,4387.16
8/3/2021 16:00:00,4423.15
8/4/2021 16:00:00,4402.66
8/5/2021 16:00:00,4429.1
8/6/2021 16:00:00,4436.52
8/9/2021 16:00:00,4432.35
8/10/2021 16:00:00,4436.75
8/11/2021 16:00:00,4447.7
8/12/2021 16:00:00,4460.83
8/13/2021 16:00:00,4468
8/16/2021 16:00:00,4479.71
8/17/2021 16:00:00,4448.08
8/18/2021 16:00:00,4400.27
8/19/2021 16:00:00,4405.8
8/20/2021 16:00:00,4441.67
8/23/2021 16:00:00,4479.53
8/24/2021 16:00:00,4486.23
8/25/2021 16:00:00,4496.19
8/26/2021 16:00:00,4470
8/27/2021 16:00:00,4509.37
8/30/2021 16:00:00,4528.79
8/31/2021 16:00:00,4522.68
9/1/2021 16:00:00,4524.09
9/2/2021 16:00:00,4536.95
9/3/2021 16:00:00,4535.43
9/7/2021 16:00:00,4520.03
9/8/2021 16:00:00,4514.07
9/9/2021 16:00:00,4493.28
9/10/2021 16:00:00,4458.58
9/13/2021 16:00:00,4468.73
9/14/2021 16:00:00,4443.05
9/15/2021 16:00:00,4480.7
9/16/2021 16:00:00,4473.75
9/17/2021 16:00:00,4432.99
9/20/2021 16:00:00,4357.73
9/21/2021 16:00:00,4354.19
9/22/2021 16:00:00,4395.64
9/23/2021 16:00:00,4448.98
9/24/2021 16:00:00,4455.48
9/27/2021 16:00:00,4443.11
9/28/2021 16:00:00,4352.63
9/29/2021 16:00:00,4359.46
9/30/2021 16:00:00,4307.54
10/1/2021 16:00:00,4357.04
10/4/2021 16:00:00,4300.46
10/5/2021 16:00:00,4345.72
10/6/2021 16:00:00,4363.55
10/7/2021 16:00:00,4399.76
10/8/2021 16:00:00,4391.34
10/11/2021 16:00:00,4361.19
10/12/2021 16:00:00,4350.65
10/13/2021 16:00:00,4363.8
10/14/2021 16:00:00,4438.26
10/15/2021 16:00:00,4471.37
10/18/2021 16:00:00,4486.46
10/19/2021 16:00:00,4519.63
10/20/2021 16:00:00,4536.19
10/21/2021 16:00:00,4549.78
10/22/2021 16:00:00,4544.9
10/25/2021 16:00:00,4566.48
10/26/2021 16:00:00,4574.79
10/27/2021 16:00:00,4551.68
10/28/2021 16:00:00,4596.42
10/29/2021 16:00:00,4605.38
11/1/2021 16:00:00,4613.67
11/2/2021 16:00:00,4630.65
11/3/2021 16:00:00,4660.57
